tweet_id,hs,aggressiveness,offensiveness,irony,stereotype,tweet_id_full
8.37E+17,no,no,no,no,no,8.36958E+17
8.56E+17,no,no,no,no,no,8.55867E+17
8.41E+17,no,no,weak,no,yes,8.40882E+17
8.05E+17,no,no,no,no,no,8.05041E+17
7.88E+17,yes,no,weak,no,yes,7.88004E+17
8.41E+17,no,no,no,no,no,8.40585E+17
7.83E+17,no,no,no,no,no,7.83344E+17
7.86E+17,yes,no,weak,no,yes,7.85579E+17
7.87E+17,no,no,no,no,no,7.8669E+17
7.85E+17,yes,no,no,no,no,7.85129E+17
8.54E+17,no,strong,no,no,no,8.54005E+17
8.03E+17,no,no,no,no,no,8.03226E+17
8.42E+17,no,no,no,no,no,8.42437E+17
7.85E+17,no,no,no,no,no,7.84794E+17
8.05E+17,no,no,no,no,no,8.04777E+17
8.32E+17,no,no,no,no,no,8.31862E+17
8.30E+17,no,no,no,no,no,8.30206E+17
8.17E+17,no,no,no,no,no,8.16728E+17
7.87E+17,yes,no,weak,yes,yes,7.86586E+17
8.31E+17,no,no,no,no,no,8.3119E+17
8.15E+17,no,no,no,no,no,8.15147E+17
8.27E+17,no,no,no,no,yes,8.26515E+17
8.31E+17,yes,no,weak,no,yes,8.31137E+17
8.43E+17,no,no,no,no,no,8.42698E+17
8.26E+17,no,no,no,no,no,8.26394E+17
7.91E+17,no,no,no,no,no,7.90993E+17
8.26E+17,no,no,no,no,no,8.25683E+17
8.49E+17,no,no,no,no,no,8.4914E+17
8.02E+17,no,no,no,no,no,8.02236E+17
7.90E+17,no,no,no,no,no,7.90157E+17
8.40E+17,no,no,no,no,no,8.39977E+17
8.06E+17,no,no,no,no,no,8.0617E+17
8.22E+17,no,no,no,yes,no,8.21849E+17
8.32E+17,no,no,no,no,no,8.32245E+17
8.39E+17,no,no,no,no,no,8.38982E+17
8.36E+17,no,no,no,no,no,8.36491E+17
8.31E+17,no,no,no,no,no,8.31349E+17
8.27E+17,no,strong,no,yes,yes,8.27446E+17
8.06E+17,no,no,no,no,no,8.06046E+17
8.00E+17,no,no,no,no,no,8.00034E+17
7.84E+17,no,no,no,no,no,7.84327E+17
7.87E+17,no,no,no,no,no,7.874E+17
8.43E+17,no,no,no,no,no,8.43359E+17
8.34E+17,yes,weak,strong,no,yes,8.34411E+17
8.20E+17,no,no,no,no,no,8.20292E+17
8.51E+17,yes,no,no,no,no,8.50643E+17
8.53E+17,no,no,no,no,no,8.5299E+17
7.88E+17,yes,no,no,yes,yes,7.87972E+17
8.41E+17,no,no,no,no,no,8.41375E+17
8.18E+17,no,no,no,no,no,8.18227E+17
8.30E+17,no,no,no,no,no,8.30325E+17
8.43E+17,no,no,no,no,no,8.43027E+17
8.02E+17,no,no,no,no,no,8.01729E+17
8.40E+17,no,no,no,no,no,8.40281E+17
8.32E+17,no,no,no,no,no,8.31646E+17
8.11E+17,no,no,no,no,no,8.1148E+17
7.92E+17,no,no,no,no,no,7.91925E+17
8.00E+17,no,no,no,no,no,8.00282E+17
7.93E+17,no,strong,no,no,yes,7.93162E+17
8.27E+17,no,no,no,no,no,8.2723E+17
8.42E+17,no,no,no,no,no,8.41628E+17
8.02E+17,no,no,no,no,no,8.01884E+17
8.18E+17,no,no,no,no,no,8.17786E+17
8.27E+17,no,no,no,no,no,8.27012E+17
8.54E+17,yes,weak,weak,yes,yes,8.54312E+17
8.09E+17,no,no,no,no,no,8.08823E+17
8.54E+17,yes,no,no,no,no,8.54406E+17
8.46E+17,no,no,no,no,no,8.45739E+17
8.39E+17,no,no,weak,no,yes,8.38791E+17
8.43E+17,no,no,no,no,no,8.43414E+17
8.56E+17,no,no,no,no,yes,8.5585E+17
8.26E+17,no,no,no,no,no,8.26349E+17
8.35E+17,no,no,no,no,no,8.35143E+17
8.14E+17,no,no,no,no,no,8.14493E+17
7.92E+17,no,no,no,no,yes,7.92384E+17
8.55E+17,no,no,no,no,no,8.55054E+17
8.28E+17,no,no,no,no,no,8.27575E+17
8.12E+17,no,weak,no,no,no,8.12391E+17
7.85E+17,no,no,no,no,no,7.85453E+17
8.11E+17,no,no,no,no,no,8.11197E+17
8.49E+17,no,no,no,no,no,8.49317E+17
8.12E+17,no,no,no,no,no,8.12389E+17
7.89E+17,no,no,no,no,yes,7.89448E+17
8.30E+17,yes,strong,strong,no,yes,8.30419E+17
8.55E+17,no,no,no,no,no,8.54642E+17
8.35E+17,no,no,no,no,no,8.35078E+17
7.83E+17,no,no,no,no,yes,7.83248E+17
8.26E+17,yes,weak,weak,no,yes,8.26319E+17
8.46E+17,no,no,no,no,no,8.4634E+17
8.27E+17,no,no,no,no,no,8.26514E+17
7.87E+17,yes,weak,weak,yes,yes,7.86977E+17
8.31E+17,no,no,no,no,no,8.30881E+17
7.84E+17,no,no,no,no,no,7.84403E+17
8.39E+17,no,no,no,no,no,8.38724E+17
7.84E+17,no,no,no,no,yes,7.83717E+17
8.52E+17,no,no,no,no,no,8.52183E+17
8.34E+17,yes,weak,weak,yes,yes,8.34093E+17
8.43E+17,no,no,no,no,no,8.42815E+17
8.40E+17,no,no,no,no,no,8.40471E+17
8.01E+17,no,weak,no,no,no,8.01415E+17
8.44E+17,no,no,no,yes,no,8.4445E+17
8.43E+17,no,no,no,no,no,8.43055E+17
8.17E+17,no,no,no,no,no,8.16962E+17
7.82E+17,no,no,no,no,no,7.82208E+17
8.06E+17,no,no,no,no,no,8.06242E+17
7.93E+17,no,no,no,no,no,7.93102E+17
8.17E+17,no,weak,weak,yes,yes,8.16907E+17
8.06E+17,yes,no,weak,no,no,8.06412E+17
8.15E+17,no,no,no,no,no,8.14514E+17
8.12E+17,no,no,no,no,no,8.12454E+17
7.88E+17,no,no,no,no,no,7.88032E+17
8.05E+17,no,no,no,no,no,8.05107E+17
8.11E+17,yes,weak,weak,no,yes,8.10937E+17
7.84E+17,no,no,no,no,no,7.83629E+17
8.25E+17,no,no,no,no,no,8.25158E+17
8.09E+17,yes,no,no,no,no,8.08958E+17
8.52E+17,no,weak,weak,no,yes,8.51764E+17
8.14E+17,yes,strong,weak,no,yes,8.14217E+17
7.84E+17,no,no,no,no,no,7.83546E+17
8.21E+17,no,no,no,no,no,8.21466E+17
8.23E+17,yes,strong,weak,no,yes,8.22506E+17
8.46E+17,no,no,no,no,no,8.45583E+17
8.38E+17,no,no,no,no,no,8.37671E+17
8.57E+17,no,no,no,no,no,8.56768E+17
8.44E+17,no,no,no,no,no,8.4443E+17
7.84E+17,no,no,no,no,no,7.83763E+17
8.54E+17,no,no,no,no,no,8.5355E+17
8.23E+17,no,no,no,no,yes,8.22507E+17
8.47E+17,no,no,no,no,no,8.46986E+17
8.38E+17,no,no,no,no,no,8.37579E+17
8.47E+17,no,no,no,no,yes,8.47082E+17
8.39E+17,no,no,no,no,yes,8.39153E+17
8.01E+17,no,no,no,no,no,8.01125E+17
8.00E+17,no,no,no,no,no,7.99912E+17
8.07E+17,no,no,no,no,no,8.06509E+17
8.11E+17,no,no,no,no,no,8.10761E+17
8.12E+17,no,no,weak,yes,yes,8.12065E+17
8.44E+17,no,no,no,no,no,8.43574E+17
8.12E+17,no,no,no,no,no,8.11616E+17
8.17E+17,no,no,no,no,no,8.16972E+17
7.90E+17,no,no,no,no,no,7.89695E+17
8.33E+17,no,no,no,no,no,8.33433E+17
8.35E+17,no,no,no,no,no,8.35409E+17
7.89E+17,yes,no,weak,yes,yes,7.89228E+17
7.91E+17,no,no,no,no,no,7.90928E+17
8.36E+17,no,no,no,no,no,8.35974E+17
8.04E+17,no,no,no,no,no,8.0414E+17
8.31E+17,yes,no,weak,no,yes,8.31206E+17
8.52E+17,no,no,no,no,no,8.51894E+17
8.09E+17,no,no,no,no,no,8.0946E+17
8.16E+17,no,weak,no,no,yes,8.1589E+17
7.92E+17,no,no,no,no,no,7.92298E+17
8.23E+17,no,no,no,no,no,8.23424E+17
8.36E+17,no,weak,weak,no,yes,8.35944E+17
8.23E+17,yes,no,no,no,no,8.23241E+17
7.87E+17,no,no,no,no,no,7.86603E+17
8.55E+17,no,no,no,no,no,8.55452E+17
8.44E+17,no,no,no,no,yes,8.44442E+17
8.43E+17,no,no,no,no,no,8.42515E+17
8.45E+17,no,no,no,no,no,8.45298E+17
7.86E+17,no,no,no,no,no,7.86297E+17
8.33E+17,no,weak,weak,no,no,8.33222E+17
8.20E+17,no,no,no,no,no,8.20287E+17
8.55E+17,no,no,no,no,no,8.55419E+17
8.20E+17,no,no,no,no,no,8.20416E+17
8.26E+17,no,no,no,no,no,8.25668E+17
8.00E+17,no,no,no,no,no,8.00129E+17
8.51E+17,no,no,no,no,no,8.51132E+17
7.92E+17,no,no,no,no,no,7.92185E+17
8.35E+17,no,no,no,no,no,8.34692E+17
7.99E+17,no,no,no,no,yes,7.98978E+17
8.46E+17,no,no,no,no,no,8.46429E+17
8.46E+17,no,no,no,no,no,8.46248E+17
7.86E+17,no,no,no,no,no,7.85514E+17
8.55E+17,no,no,no,no,no,8.54685E+17
8.41E+17,no,no,no,no,no,8.41315E+17
7.84E+17,no,no,no,no,no,7.8395E+17
7.85E+17,no,no,no,no,no,7.84763E+17
8.41E+17,no,no,no,no,no,8.40889E+17
7.90E+17,no,weak,no,no,yes,7.90487E+17
8.49E+17,no,no,no,no,no,8.49194E+17
7.84E+17,no,no,no,no,no,7.83717E+17
7.92E+17,no,weak,no,no,no,7.91977E+17
8.02E+17,no,no,no,no,no,8.01886E+17
7.99E+17,no,no,no,no,no,7.99208E+17
7.82E+17,no,weak,strong,no,yes,7.82261E+17
7.83E+17,no,no,no,no,no,7.83254E+17
8.13E+17,no,no,no,no,no,8.13308E+17
8.33E+17,no,no,no,no,no,8.32931E+17
8.29E+17,no,no,no,no,yes,8.29202E+17
8.43E+17,no,no,no,no,no,8.434E+17
8.55E+17,no,no,no,no,no,8.55013E+17
8.37E+17,no,no,no,no,no,8.3651E+17
8.40E+17,no,no,no,yes,no,8.40182E+17
8.50E+17,no,no,no,no,no,8.49575E+17
8.26E+17,no,no,no,no,no,8.25983E+17
8.08E+17,no,no,no,no,no,8.08281E+17
7.83E+17,no,no,no,no,no,7.82993E+17
8.04E+17,no,no,no,no,no,8.03859E+17
8.53E+17,no,no,no,no,no,8.52607E+17
7.89E+17,yes,no,no,no,no,7.89161E+17
7.92E+17,no,no,no,no,no,7.92296E+17
7.88E+17,yes,strong,weak,no,yes,7.87914E+17
8.28E+17,no,no,weak,no,yes,8.28204E+17
8.32E+17,yes,strong,weak,no,yes,8.3222E+17
7.91E+17,no,weak,no,no,yes,7.90961E+17
8.44E+17,no,no,no,yes,no,8.43811E+17
8.24E+17,no,weak,no,no,no,8.24222E+17
8.55E+17,no,no,no,no,no,8.55497E+17
8.41E+17,no,no,weak,yes,yes,8.40828E+17
7.90E+17,no,no,no,no,no,7.90147E+17
8.10E+17,no,no,no,no,no,8.0985E+17
8.18E+17,yes,weak,no,no,yes,8.18069E+17
8.28E+17,no,no,no,no,no,8.2785E+17
8.21E+17,no,no,no,no,no,8.20751E+17
7.94E+17,no,no,no,no,no,7.93537E+17
8.04E+17,no,no,no,no,no,8.04376E+17
8.29E+17,no,no,weak,no,no,8.28566E+17
8.26E+17,no,no,no,no,no,8.26354E+17
8.54E+17,no,no,no,no,no,8.53999E+17
8.34E+17,no,no,no,no,no,8.34046E+17
7.93E+17,no,no,no,yes,no,7.92599E+17
8.32E+17,no,no,no,no,no,8.31514E+17
8.45E+17,no,no,no,no,no,8.45188E+17
8.39E+17,no,weak,no,no,yes,8.38824E+17
7.91E+17,no,no,no,no,yes,7.90674E+17
8.26E+17,no,no,no,no,no,8.26027E+17
8.17E+17,no,no,no,no,no,8.16597E+17
8.14E+17,no,no,no,no,no,8.13651E+17
7.88E+17,no,no,no,no,no,7.88017E+17
8.41E+17,no,no,no,no,no,8.41197E+17
8.38E+17,no,no,no,no,no,8.38469E+17
7.82E+17,no,no,no,no,no,7.82283E+17
8.01E+17,no,no,weak,no,yes,8.00659E+17
8.44E+17,no,no,no,no,no,8.43868E+17
8.37E+17,no,no,no,no,no,8.37397E+17
8.26E+17,no,no,no,no,no,8.25709E+17
7.90E+17,no,weak,no,no,yes,7.8987E+17
7.86E+17,no,no,no,no,no,7.85535E+17
8.41E+17,no,no,no,no,yes,8.40998E+17
8.22E+17,no,no,no,no,no,8.21652E+17
8.36E+17,no,no,no,no,yes,8.35636E+17
7.86E+17,no,weak,no,no,yes,7.86298E+17
8.41E+17,no,no,no,no,no,8.41102E+17
8.05E+17,no,no,no,no,no,8.04629E+17
8.17E+17,no,no,no,no,no,8.16721E+17
8.10E+17,no,no,no,no,no,8.10007E+17
8.46E+17,no,no,no,no,no,8.46423E+17
8.48E+17,no,no,no,no,no,8.4808E+17
8.52E+17,no,no,no,no,no,8.52264E+17
7.93E+17,no,no,no,no,no,7.93092E+17
8.15E+17,no,no,no,no,no,8.14884E+17
7.86E+17,no,no,no,no,no,7.85942E+17
8.49E+17,no,no,no,no,no,8.49335E+17
8.24E+17,no,no,no,no,yes,8.23581E+17
8.17E+17,no,no,no,no,yes,8.17325E+17
8.26E+17,no,no,no,no,no,8.26355E+17
8.29E+17,no,no,no,no,no,8.28952E+17
7.82E+17,no,no,no,no,no,7.8212E+17
8.34E+17,no,no,no,no,yes,8.33788E+17
7.99E+17,no,no,no,no,no,7.99234E+17
8.24E+17,no,no,no,yes,yes,8.24003E+17
8.31E+17,no,no,no,no,no,8.31086E+17
8.37E+17,no,no,weak,yes,yes,8.36729E+17
8.23E+17,no,weak,weak,no,yes,8.23267E+17
8.27E+17,no,no,no,no,no,8.27403E+17
8.27E+17,no,no,no,yes,no,8.27266E+17
8.57E+17,no,no,no,no,no,8.56846E+17
8.55E+17,yes,weak,weak,no,yes,8.54612E+17
7.93E+17,no,no,no,no,no,7.92648E+17
7.86E+17,no,weak,no,no,yes,7.86436E+17
7.91E+17,yes,no,weak,no,yes,7.90813E+17
8.22E+17,no,weak,no,no,no,8.21687E+17
8.26E+17,no,no,no,no,no,8.26145E+17
8.22E+17,no,strong,no,no,no,8.21683E+17
8.07E+17,no,weak,weak,yes,yes,8.07218E+17
8.38E+17,no,weak,no,no,no,8.38291E+17
8.15E+17,no,no,no,no,no,8.15199E+17
7.83E+17,no,no,no,no,no,7.83322E+17
8.38E+17,no,no,no,no,no,8.37953E+17
8.28E+17,no,no,no,no,no,8.27569E+17
8.13E+17,yes,no,no,yes,yes,8.13005E+17
8.12E+17,no,no,no,no,no,8.12025E+17
7.89E+17,no,no,no,no,no,7.89415E+17
8.50E+17,no,no,no,no,no,8.50354E+17
8.52E+17,no,no,no,no,no,8.5178E+17
8.13E+17,no,no,no,no,no,8.12599E+17
7.87E+17,no,no,no,no,yes,7.86844E+17
7.82E+17,yes,strong,no,no,yes,7.82262E+17
7.89E+17,no,no,no,no,yes,7.89377E+17
8.06E+17,yes,strong,weak,no,yes,8.06208E+17
8.47E+17,no,no,no,no,no,8.46989E+17
7.99E+17,no,no,no,no,no,7.99326E+17
7.85E+17,yes,no,weak,no,yes,7.85066E+17
8.34E+17,yes,weak,weak,no,yes,8.33787E+17
8.44E+17,no,no,no,no,no,8.44282E+17
7.90E+17,no,no,no,no,no,7.89904E+17
7.91E+17,no,no,no,yes,no,7.90802E+17
8.27E+17,no,no,no,no,no,8.27449E+17
7.87E+17,no,no,no,no,no,7.86613E+17
8.51E+17,no,no,no,no,no,8.51112E+17
7.89E+17,no,no,no,no,no,7.88737E+17
8.39E+17,no,no,no,no,no,8.38748E+17
8.29E+17,no,no,no,yes,yes,8.28503E+17
8.11E+17,no,no,no,no,no,8.10569E+17
8.26E+17,no,no,no,no,no,8.26338E+17
7.94E+17,no,no,no,no,no,7.93733E+17
8.47E+17,no,no,no,no,no,8.46772E+17
8.44E+17,no,no,no,no,no,8.43792E+17
8.05E+17,no,no,no,no,no,8.04599E+17
8.55E+17,no,no,no,no,no,8.55469E+17
8.18E+17,no,no,no,no,no,8.1817E+17
8.38E+17,yes,no,weak,no,no,8.37541E+17
8.34E+17,yes,weak,weak,no,yes,8.34493E+17
8.18E+17,no,no,no,yes,no,8.18366E+17
8.37E+17,no,no,no,no,no,8.36985E+17
8.52E+17,no,weak,strong,no,yes,8.52479E+17
8.27E+17,no,no,weak,no,yes,8.27148E+17
8.38E+17,no,no,no,no,no,8.3759E+17
8.56E+17,no,no,weak,yes,no,8.55882E+17
8.26E+17,no,no,no,no,no,8.26187E+17
8.03E+17,no,no,no,yes,no,8.0295E+17
8.29E+17,no,strong,no,no,yes,8.29061E+17
7.86E+17,no,no,no,no,yes,7.8632E+17
8.39E+17,no,no,no,no,yes,8.39386E+17
7.92E+17,no,no,no,no,no,7.9156E+17
8.50E+17,no,no,no,no,no,8.49899E+17
8.24E+17,yes,weak,weak,no,yes,8.23821E+17
8.16E+17,no,no,no,yes,yes,8.16334E+17
7.91E+17,no,no,no,no,no,7.9131E+17
8.06E+17,no,no,no,no,no,8.06436E+17
8.47E+17,no,no,no,no,no,8.4675E+17
8.32E+17,no,no,no,no,no,8.32367E+17
8.10E+17,no,no,no,no,no,8.10485E+17
7.91E+17,no,no,no,no,no,7.90551E+17
7.83E+17,no,no,no,no,no,7.82939E+17
7.92E+17,no,weak,strong,no,yes,7.91761E+17
8.18E+17,no,no,no,no,no,8.1844E+17
8.03E+17,no,no,no,no,yes,8.02838E+17
8.34E+17,no,no,no,no,no,8.33614E+17
8.32E+17,no,no,no,yes,no,8.31906E+17
8.49E+17,no,no,no,no,no,8.48782E+17
8.24E+17,yes,no,weak,no,yes,8.24024E+17
7.92E+17,no,no,no,no,no,7.92123E+17
8.55E+17,no,weak,weak,no,yes,8.55292E+17
8.31E+17,no,no,no,no,no,8.31186E+17
8.32E+17,no,no,no,no,no,8.31832E+17
8.02E+17,no,no,no,no,no,8.01764E+17
7.90E+17,no,no,no,no,no,7.90113E+17
7.84E+17,no,no,no,no,no,7.84123E+17
8.04E+17,no,no,no,no,no,8.03666E+17
8.30E+17,no,no,weak,yes,no,8.29999E+17
8.25E+17,yes,weak,no,no,yes,8.25437E+17
8.22E+17,no,no,no,yes,no,8.21759E+17
8.20E+17,no,weak,no,no,no,8.20185E+17
8.25E+17,no,no,no,no,no,8.24543E+17
8.40E+17,no,no,no,no,no,8.39845E+17
8.21E+17,no,no,no,no,no,8.20636E+17
8.12E+17,no,no,no,no,no,8.12212E+17
8.39E+17,no,strong,no,no,yes,8.39097E+17
7.83E+17,no,no,no,no,no,7.82582E+17
8.20E+17,no,no,no,no,yes,8.19936E+17
8.21E+17,no,no,no,no,no,8.20685E+17
8.24E+17,no,no,no,no,no,8.24199E+17
7.92E+17,no,no,no,no,no,7.92022E+17
8.56E+17,no,no,no,no,no,8.56154E+17
8.44E+17,yes,weak,weak,no,yes,8.44459E+17
7.90E+17,no,no,no,no,no,7.89728E+17
8.57E+17,no,no,no,no,yes,8.56817E+17
8.51E+17,yes,no,weak,yes,yes,8.51E+17
8.25E+17,no,no,no,no,no,8.25068E+17
8.55E+17,no,no,no,no,no,8.54709E+17
8.17E+17,no,no,no,no,no,8.16703E+17
8.02E+17,yes,weak,weak,yes,yes,8.01573E+17
8.09E+17,no,no,no,no,no,8.08783E+17
8.01E+17,no,no,no,yes,no,8.0146E+17
7.88E+17,yes,weak,weak,no,yes,7.88299E+17
8.17E+17,no,weak,weak,no,yes,8.16606E+17
8.21E+17,no,no,no,no,no,8.21077E+17
7.85E+17,no,no,no,no,no,7.84695E+17
7.87E+17,no,no,no,yes,no,7.86594E+17
8.35E+17,no,no,no,no,no,8.34786E+17
8.25E+17,no,no,no,yes,no,8.25447E+17
7.88E+17,no,no,no,no,no,7.88001E+17
8.03E+17,no,no,no,no,no,8.03223E+17
8.00E+17,no,no,no,no,yes,7.9999E+17
8.26E+17,no,no,no,no,no,8.26176E+17
7.87E+17,no,no,no,no,no,7.86568E+17
8.47E+17,no,no,no,no,no,8.47393E+17
8.38E+17,no,no,no,no,no,8.37593E+17
8.30E+17,no,no,no,yes,yes,8.30035E+17
7.90E+17,no,no,no,no,no,7.90109E+17
7.99E+17,yes,strong,no,no,yes,7.99363E+17
8.22E+17,no,no,no,no,no,8.21792E+17
7.85E+17,no,no,no,no,no,7.85087E+17
8.09E+17,no,no,no,no,no,8.09157E+17
8.01E+17,no,weak,no,no,yes,8.01453E+17
8.11E+17,no,no,no,no,no,8.11358E+17
8.06E+17,no,no,no,no,no,8.06445E+17
8.02E+17,no,no,no,no,no,8.02427E+17
8.02E+17,no,no,no,no,no,8.019E+17
8.11E+17,no,no,no,no,no,8.10528E+17
8.16E+17,no,no,no,no,no,8.16236E+17
8.40E+17,no,no,no,no,no,8.39814E+17
8.35E+17,no,no,no,yes,no,8.35161E+17
7.86E+17,no,weak,no,no,yes,7.85921E+17
8.07E+17,yes,no,no,no,yes,8.07232E+17
8.25E+17,no,no,weak,no,yes,8.24546E+17
8.24E+17,no,no,no,no,yes,8.23654E+17
8.57E+17,no,no,no,no,no,8.56533E+17
8.37E+17,no,no,no,no,no,8.36532E+17
7.87E+17,no,no,no,no,no,7.86514E+17
8.34E+17,no,no,no,no,yes,8.338E+17
8.34E+17,no,no,no,yes,no,8.33597E+17
8.48E+17,no,no,no,no,no,8.47834E+17
8.36E+17,no,no,no,yes,no,8.35841E+17
8.57E+17,no,no,no,no,yes,8.56808E+17
8.55E+17,no,no,no,no,no,8.54645E+17
8.05E+17,no,no,no,yes,no,8.04666E+17
8.40E+17,no,no,no,no,no,8.39586E+17
8.10E+17,no,no,no,no,no,8.10036E+17
8.38E+17,no,no,no,yes,no,8.38384E+17
8.50E+17,no,weak,no,no,no,8.49699E+17
7.92E+17,no,no,weak,no,no,7.92089E+17
8.44E+17,no,no,no,no,no,8.43807E+17
8.08E+17,no,no,no,yes,no,8.08343E+17
7.99E+17,no,weak,no,no,no,7.99339E+17
8.14E+17,no,no,no,no,no,8.14219E+17
8.28E+17,no,no,no,no,no,8.2834E+17
8.18E+17,no,no,no,yes,no,8.178E+17
8.31E+17,no,no,no,no,no,8.31173E+17
8.02E+17,no,no,no,no,no,8.01706E+17
8.25E+17,no,no,no,no,no,8.24992E+17
8.18E+17,no,no,no,no,no,8.18428E+17
8.05E+17,no,no,no,no,no,8.05033E+17
8.18E+17,no,no,no,no,no,8.18173E+17
8.44E+17,no,no,no,no,no,8.43528E+17
8.48E+17,no,weak,strong,no,yes,8.48051E+17
8.07E+17,no,no,no,no,no,8.06552E+17
7.93E+17,no,no,no,no,no,7.93051E+17
8.00E+17,no,no,no,no,no,8.0004E+17
7.93E+17,no,no,no,no,no,7.93142E+17
8.34E+17,no,no,no,no,no,8.34472E+17
8.53E+17,no,no,no,no,no,8.5284E+17
8.00E+17,yes,strong,no,no,yes,7.99665E+17
8.01E+17,no,no,no,no,no,8.01414E+17
7.91E+17,no,no,no,no,no,7.90696E+17
8.47E+17,yes,no,weak,yes,yes,8.4715E+17
8.28E+17,no,no,no,no,no,8.27726E+17
8.05E+17,no,no,no,yes,yes,8.04782E+17
8.15E+17,no,weak,no,no,yes,8.14577E+17
8.22E+17,no,no,no,no,yes,8.22045E+17
8.00E+17,no,no,no,no,no,8.00075E+17
7.91E+17,yes,no,weak,no,yes,7.91292E+17
8.53E+17,no,no,no,no,no,8.53242E+17
8.09E+17,no,no,no,no,no,8.08546E+17
8.54E+17,no,no,weak,yes,no,8.53945E+17
8.17E+17,no,no,no,no,no,8.16926E+17
8.02E+17,no,no,no,no,no,8.02213E+17
8.07E+17,no,no,no,no,yes,8.06845E+17
8.29E+17,no,no,no,no,no,8.2866E+17
8.55E+17,no,no,no,no,no,8.55447E+17
8.39E+17,no,no,no,no,no,8.38766E+17
8.10E+17,no,no,no,no,no,8.10091E+17
8.28E+17,no,no,no,no,no,8.27852E+17
7.88E+17,no,no,no,no,no,7.88419E+17
7.90E+17,no,no,no,no,no,7.89614E+17
8.40E+17,no,no,no,no,no,8.40195E+17
7.92E+17,no,weak,no,no,yes,7.91967E+17
8.21E+17,yes,no,no,no,no,8.21466E+17
8.54E+17,no,no,weak,no,yes,8.54224E+17
8.00E+17,yes,strong,strong,no,yes,8.00449E+17
8.14E+17,no,no,no,no,no,8.14445E+17
8.17E+17,no,no,no,no,no,8.16676E+17
8.55E+17,no,no,no,no,no,8.54685E+17
7.92E+17,no,no,no,yes,yes,7.91616E+17
8.34E+17,no,no,no,no,no,8.34438E+17
8.33E+17,no,no,no,no,no,8.32915E+17
7.88E+17,no,no,no,no,yes,7.87934E+17
8.47E+17,no,no,no,no,no,8.47181E+17
7.83E+17,no,no,no,no,no,7.83273E+17
8.31E+17,no,no,no,no,no,8.31233E+17
8.22E+17,no,no,no,no,yes,8.2178E+17
8.05E+17,no,no,no,no,no,8.05456E+17
8.35E+17,no,no,no,no,no,8.35155E+17
8.21E+17,no,no,no,no,yes,8.21444E+17
8.17E+17,yes,no,weak,no,yes,8.16684E+17
8.25E+17,no,no,no,no,no,8.24982E+17
8.36E+17,yes,no,weak,no,yes,8.3613E+17
8.48E+17,no,no,no,yes,no,8.48222E+17
8.47E+17,no,no,no,no,no,8.4683E+17
7.89E+17,no,no,no,no,no,7.88652E+17
8.00E+17,no,no,no,no,no,8.00277E+17
8.46E+17,no,weak,weak,no,yes,8.46397E+17
8.55E+17,no,no,no,no,no,8.55158E+17
7.91E+17,no,no,no,no,no,7.90522E+17
7.86E+17,no,no,no,no,no,7.85527E+17
7.88E+17,no,no,no,no,yes,7.88064E+17
8.44E+17,no,no,no,no,no,8.43621E+17
8.55E+17,no,strong,weak,yes,no,8.55117E+17
8.12E+17,no,no,no,no,no,8.12309E+17
8.54E+17,no,no,no,no,no,8.53898E+17
8.04E+17,no,no,no,no,no,8.03911E+17
8.09E+17,no,no,no,no,yes,8.09404E+17
8.55E+17,no,no,no,yes,no,8.5548E+17
7.91E+17,no,no,no,no,no,7.91291E+17
7.91E+17,no,no,no,no,no,7.90839E+17
8.21E+17,no,no,no,yes,no,8.20998E+17
7.87E+17,no,no,weak,yes,no,7.86877E+17
8.34E+17,no,no,no,no,yes,8.34035E+17
8.50E+17,no,no,no,no,yes,8.49659E+17
8.22E+17,no,weak,no,no,no,8.2171E+17
7.89E+17,no,no,no,no,no,7.89415E+17
7.89E+17,no,no,no,no,no,7.888E+17
8.55E+17,no,no,no,no,yes,8.54604E+17
7.91E+17,no,no,no,no,no,7.91185E+17
8.02E+17,no,no,no,no,no,8.01817E+17
8.50E+17,no,no,no,no,no,8.50179E+17
8.12E+17,yes,weak,strong,yes,yes,8.11545E+17
8.17E+17,no,no,no,no,no,8.16551E+17
7.91E+17,yes,strong,strong,yes,no,7.9137E+17
7.91E+17,no,strong,no,no,yes,7.90648E+17
8.55E+17,no,no,no,no,no,8.55008E+17
8.44E+17,no,no,no,no,no,8.43517E+17
7.92E+17,no,no,no,no,no,7.91886E+17
8.15E+17,no,no,no,no,no,8.14789E+17
7.87E+17,no,no,no,yes,no,7.86524E+17
8.26E+17,no,no,no,no,no,8.26331E+17
8.17E+17,no,no,no,no,no,8.1732E+17
8.27E+17,no,no,no,no,no,8.26797E+17
8.34E+17,no,no,no,no,no,8.3432E+17
8.26E+17,no,no,no,no,no,8.26199E+17
8.05E+17,no,no,no,no,no,8.04763E+17
8.11E+17,no,no,no,no,no,8.10954E+17
8.45E+17,no,no,no,no,no,8.44849E+17
8.33E+17,yes,no,weak,no,yes,8.33308E+17
8.15E+17,no,no,no,yes,no,8.1529E+17
8.21E+17,yes,no,no,yes,no,8.21065E+17
8.06E+17,no,no,no,no,no,8.05676E+17
8.52E+17,no,no,no,no,no,8.5242E+17
8.24E+17,no,no,no,no,yes,8.24169E+17
7.91E+17,no,no,no,no,no,7.90661E+17
8.31E+17,no,no,no,no,no,8.31108E+17
