Language,Emoji&hashtag,Train/test,Model,Model_Specification,TF-IDF,Balance,Average_accuracy_30IT,Std_deviation
Italian,Filtered,70/30,LR,"Lbfgs solver, standard C",Yes,No,,
Italian,Filtered,70/30,LR,"Lbfgs solver, standard C",No,Yes,,
Italian,Filtered,70/30,LR,"Lbfgs solver, standard C",No,No,,
Italian,Filtered,70/30,LR,"Lbfgs solver, large C",Yes,Yes,,
Italian,Filtered,70/30,LR,"Lbfgs solver, large C",Yes,No,,
Italian,Filtered,70/30,LR,"Lbfgs solver, large C",No,Yes,,
Italian,Filtered,70/30,LR,"Lbfgs solver, large C",No,No,,
Italian,Filtered,80/20,Naive Bayes,Multinomial,Yes,Yes,,
Italian,Filtered,80/20,Naive Bayes,Multinomial,Yes,No,,
Italian,Filtered,80/20,Naive Bayes,Multinomial,No,Yes,,
Italian,Filtered,80/20,Naive Bayes,Multinomial,No,No,,
Italian,Filtered,80/20,Naive Bayes,Bernoulli,Yes,Yes,,
Italian,Filtered,80/20,Naive Bayes,Bernoulli,Yes,No,,
Italian,Filtered,80/20,Naive Bayes,Bernoulli,No,Yes,,
Italian,Filtered,80/20,Naive Bayes,Bernoulli,No,No,,
Italian,Filtered,80/20,SVM,"Linear kernel, small C",Yes,Yes,,
Italian,Filtered,80/20,SVM,"Linear kernel, small C",Yes,No,,
Italian,Filtered,80/20,SVM,"Linear kernel, small C",No,Yes,,
Italian,Filtered,80/20,SVM,"Linear kernel, small C",No,No,,
Italian,Filtered,80/20,SVM,"Linear kernel, standard C",Yes,Yes,,
Italian,Filtered,80/20,SVM,"Linear kernel, standard C",Yes,No,,
Italian,Filtered,80/20,SVM,"Linear kernel, standard C",No,Yes,,
Italian,Filtered,80/20,SVM,"Linear kernel, standard C",No,No,,
Italian,Filtered,80/20,SVM,"Linear kernel, large C",Yes,Yes,,
Italian,Filtered,80/20,SVM,"Linear kernel, large C",Yes,No,,
Italian,Filtered,80/20,SVM,"Linear kernel, large C",No,Yes,,
Italian,Filtered,80/20,SVM,"Linear kernel, large C",No,No,,
Italian,Filtered,80/20,SVM,"RBF kernel, small C",Yes,Yes,,
Italian,Filtered,80/20,SVM,"RBF kernel, small C",Yes,No,,
Italian,Filtered,80/20,SVM,"RBF kernel, small C",No,Yes,,
Italian,Filtered,80/20,SVM,"RBF kernel, small C",No,No,,
Italian,Filtered,80/20,SVM,"RBF kernel, standard C",Yes,Yes,,
Italian,Filtered,80/20,SVM,"RBF kernel, standard C",Yes,No,,
Italian,Filtered,80/20,SVM,"RBF kernel, standard C",No,Yes,,
Italian,Filtered,80/20,SVM,"RBF kernel, standard C",No,No,,
Italian,Filtered,80/20,SVM,"RBF kernel, large C",Yes,Yes,,
Italian,Filtered,80/20,SVM,"RBF kernel, large C",Yes,No,,
Italian,Filtered,80/20,SVM,"RBF kernel, large C",No,Yes,,
Italian,Filtered,80/20,SVM,"RBF kernel, large C",No,No,,
Italian,Filtered,80/20,LR,"Liblinear solver, small C",Yes,Yes,,
Italian,Filtered,80/20,LR,"Liblinear solver, small C",Yes,No,,
Italian,Filtered,80/20,LR,"Liblinear solver, small C",No,Yes,,
Italian,Filtered,80/20,LR,"Liblinear solver, small C",No,No,,
Italian,Filtered,80/20,LR,"Liblinear solver, standard C",Yes,Yes,,
Italian,Filtered,80/20,LR,"Liblinear solver, standard C",Yes,No,,
Italian,Filtered,80/20,LR,"Liblinear solver, standard C",No,Yes,,
Italian,Filtered,80/20,LR,"Liblinear solver, standard C",No,No,,
Italian,Filtered,80/20,LR,"Liblinear solver, large C",Yes,Yes,,
Italian,Filtered,80/20,LR,"Liblinear solver, large C",Yes,No,,
Italian,Filtered,80/20,LR,"Liblinear solver, large C",No,Yes,,
Italian,Filtered,80/20,LR,"Liblinear solver, large C",No,No,,
Italian,Filtered,80/20,LR,"Lbfgs solver, small C",Yes,Yes,,
Italian,Filtered,80/20,LR,"Lbfgs solver, small C",Yes,No,,
Italian,Filtered,80/20,LR,"Lbfgs solver, small C",No,Yes,,
Italian,Filtered,80/20,LR,"Lbfgs solver, small C",No,No,,
Italian,Filtered,80/20,LR,"Lbfgs solver, standard C",Yes,Yes,,
Italian,Filtered,80/20,LR,"Lbfgs solver, standard C",Yes,No,,
Italian,Filtered,80/20,LR,"Lbfgs solver, standard C",No,Yes,,
Italian,Filtered,80/20,LR,"Lbfgs solver, standard C",No,No,,
Italian,Filtered,80/20,LR,"Lbfgs solver, large C",Yes,Yes,,
Italian,Filtered,80/20,LR,"Lbfgs solver, large C",Yes,No,,
Italian,Filtered,80/20,LR,"Lbfgs solver, large C",No,Yes,,
Italian,Filtered,80/20,LR,"Lbfgs solver, large C",No,No,,
Italian,No,60/40,Naive Bayes,Multinomial,Yes,Yes,,
Italian,No,60/40,Naive Bayes,Multinomial,Yes,No,,
Italian,No,60/40,Naive Bayes,Multinomial,No,Yes,,
Italian,No,60/40,Naive Bayes,Multinomial,No,No,,
Italian,No,60/40,Naive Bayes,Bernoulli,Yes,Yes,,
Italian,No,60/40,Naive Bayes,Bernoulli,Yes,No,,
Italian,No,60/40,Naive Bayes,Bernoulli,No,Yes,,
Italian,No,60/40,Naive Bayes,Bernoulli,No,No,,
Italian,No,60/40,SVM,"Linear kernel, small C",Yes,Yes,,
Italian,No,60/40,SVM,"Linear kernel, small C",Yes,No,,
Italian,No,60/40,SVM,"Linear kernel, small C",No,Yes,,
Italian,No,60/40,SVM,"Linear kernel, small C",No,No,,
Italian,No,60/40,SVM,"Linear kernel, standard C",Yes,Yes,,
Italian,No,60/40,SVM,"Linear kernel, standard C",Yes,No,,
Italian,No,60/40,SVM,"Linear kernel, standard C",No,Yes,,
Italian,No,60/40,SVM,"Linear kernel, standard C",No,No,,
Italian,No,60/40,SVM,"Linear kernel, large C",Yes,Yes,,
Italian,No,60/40,SVM,"Linear kernel, large C",Yes,No,,
Italian,No,60/40,SVM,"Linear kernel, large C",No,Yes,,
Italian,No,60/40,SVM,"Linear kernel, large C",No,No,,
Italian,No,60/40,SVM,"RBF kernel, small C",Yes,Yes,,
Italian,No,60/40,SVM,"RBF kernel, small C",Yes,No,,
Italian,No,60/40,SVM,"RBF kernel, small C",No,Yes,,
Italian,No,60/40,SVM,"RBF kernel, small C",No,No,,
Italian,No,60/40,SVM,"RBF kernel, standard C",Yes,Yes,,
Italian,No,60/40,SVM,"RBF kernel, standard C",Yes,No,,
Italian,No,60/40,SVM,"RBF kernel, standard C",No,Yes,,
Italian,No,60/40,SVM,"RBF kernel, standard C",No,No,,
Italian,No,60/40,SVM,"RBF kernel, large C",Yes,Yes,,
Italian,No,60/40,SVM,"RBF kernel, large C",Yes,No,,
Italian,No,60/40,SVM,"RBF kernel, large C",No,Yes,,
Italian,No,60/40,SVM,"RBF kernel, large C",No,No,,
Italian,No,60/40,LR,"Liblinear solver, small C",Yes,Yes,,
Italian,No,60/40,LR,"Liblinear solver, small C",Yes,No,,
Italian,No,60/40,LR,"Liblinear solver, small C",No,Yes,,
Italian,No,60/40,LR,"Liblinear solver, small C",No,No,,
Italian,No,60/40,LR,"Liblinear solver, standard C",Yes,Yes,,
Italian,No,60/40,LR,"Liblinear solver, standard C",Yes,No,,
Italian,No,60/40,LR,"Liblinear solver, standard C",No,Yes,,
Italian,No,60/40,LR,"Liblinear solver, standard C",No,No,,
Italian,No,60/40,LR,"Liblinear solver, large C",Yes,Yes,,
Italian,No,60/40,LR,"Liblinear solver, large C",Yes,No,,
Italian,No,60/40,LR,"Liblinear solver, large C",No,Yes,,
Italian,No,60/40,LR,"Liblinear solver, large C",No,No,,
Italian,No,60/40,LR,"Lbfgs solver, small C",Yes,Yes,,
Italian,No,60/40,LR,"Lbfgs solver, small C",Yes,No,,
Italian,No,60/40,LR,"Lbfgs solver, small C",No,Yes,,
Italian,No,60/40,LR,"Lbfgs solver, small C",No,No,,
Italian,No,60/40,LR,"Lbfgs solver, standard C",Yes,Yes,,
Italian,No,60/40,LR,"Lbfgs solver, standard C",Yes,No,,
Italian,No,60/40,LR,"Lbfgs solver, standard C",No,Yes,,
Italian,No,60/40,LR,"Lbfgs solver, standard C",No,No,,
Italian,No,60/40,LR,"Lbfgs solver, large C",Yes,Yes,,
Italian,No,60/40,LR,"Lbfgs solver, large C",Yes,No,,
Italian,No,60/40,LR,"Lbfgs solver, large C",No,Yes,,
Italian,No,60/40,LR,"Lbfgs solver, large C",No,No,,
Italian,No,70/30,Naive Bayes,Multinomial,Yes,Yes,,
Italian,No,70/30,Naive Bayes,Multinomial,Yes,No,,
Italian,No,70/30,Naive Bayes,Multinomial,No,Yes,,
Italian,No,70/30,Naive Bayes,Multinomial,No,No,,
Italian,No,70/30,Naive Bayes,Bernoulli,Yes,Yes,,
Italian,No,70/30,Naive Bayes,Bernoulli,Yes,No,,
Italian,No,70/30,Naive Bayes,Bernoulli,No,Yes,,
Italian,No,70/30,Naive Bayes,Bernoulli,No,No,,
Italian,No,70/30,SVM,"Linear kernel, small C",Yes,Yes,,
Italian,No,70/30,SVM,"Linear kernel, small C",Yes,No,,
Italian,No,70/30,SVM,"Linear kernel, small C",No,Yes,,
Italian,No,70/30,SVM,"Linear kernel, small C",No,No,,
Italian,No,70/30,SVM,"Linear kernel, standard C",Yes,Yes,,
Italian,No,70/30,SVM,"Linear kernel, standard C",Yes,No,,
Italian,No,70/30,SVM,"Linear kernel, standard C",No,Yes,,
Italian,No,70/30,SVM,"Linear kernel, standard C",No,No,,
Italian,No,70/30,SVM,"Linear kernel, large C",Yes,Yes,,
Italian,No,70/30,SVM,"Linear kernel, large C",Yes,No,,
Italian,No,70/30,SVM,"Linear kernel, large C",No,Yes,,
Italian,No,70/30,SVM,"Linear kernel, large C",No,No,,
Italian,No,70/30,SVM,"RBF kernel, small C",Yes,Yes,,
Italian,No,70/30,SVM,"RBF kernel, small C",Yes,No,,
Italian,No,70/30,SVM,"RBF kernel, small C",No,Yes,,
Italian,No,70/30,SVM,"RBF kernel, small C",No,No,,
Italian,No,70/30,SVM,"RBF kernel, standard C",Yes,Yes,,
Italian,No,70/30,SVM,"RBF kernel, standard C",Yes,No,,
Italian,No,70/30,SVM,"RBF kernel, standard C",No,Yes,,
Italian,No,70/30,SVM,"RBF kernel, standard C",No,No,,
Italian,No,70/30,SVM,"RBF kernel, large C",Yes,Yes,,
Italian,No,70/30,SVM,"RBF kernel, large C",Yes,No,,
Italian,No,70/30,SVM,"RBF kernel, large C",No,Yes,,
Italian,No,70/30,SVM,"RBF kernel, large C",No,No,,
Italian,No,70/30,LR,"Liblinear solver, small C",Yes,Yes,,
Italian,No,70/30,LR,"Liblinear solver, small C",Yes,No,,
Italian,No,70/30,LR,"Liblinear solver, small C",No,Yes,,
Italian,No,70/30,LR,"Liblinear solver, small C",No,No,,
Italian,No,70/30,LR,"Liblinear solver, standard C",Yes,Yes,,
Italian,No,70/30,LR,"Liblinear solver, standard C",Yes,No,,
Italian,No,70/30,LR,"Liblinear solver, standard C",No,Yes,,
Italian,No,70/30,LR,"Liblinear solver, standard C",No,No,,
Italian,No,70/30,LR,"Liblinear solver, large C",Yes,Yes,,
Italian,No,70/30,LR,"Liblinear solver, large C",Yes,No,,
Italian,No,70/30,LR,"Liblinear solver, large C",No,Yes,,
Italian,No,70/30,LR,"Liblinear solver, large C",No,No,,
Italian,No,70/30,LR,"Lbfgs solver, small C",Yes,Yes,,
Italian,No,70/30,LR,"Lbfgs solver, small C",Yes,No,,
Italian,No,70/30,LR,"Lbfgs solver, small C",No,Yes,,
Italian,No,70/30,LR,"Lbfgs solver, small C",No,No,,
Italian,No,70/30,LR,"Lbfgs solver, standard C",Yes,Yes,,
Italian,No,70/30,LR,"Lbfgs solver, standard C",Yes,No,,
Italian,No,70/30,LR,"Lbfgs solver, standard C",No,Yes,,
Italian,No,70/30,LR,"Lbfgs solver, standard C",No,No,,
Italian,No,70/30,LR,"Lbfgs solver, large C",Yes,Yes,,
Italian,No,70/30,LR,"Lbfgs solver, large C",Yes,No,,
Italian,No,70/30,LR,"Lbfgs solver, large C",No,Yes,,
Italian,No,70/30,LR,"Lbfgs solver, large C",No,No,,
Italian,No,80/20,Naive Bayes,Multinomial,Yes,Yes,,
Italian,No,80/20,Naive Bayes,Multinomial,Yes,No,,
Italian,No,80/20,Naive Bayes,Multinomial,No,Yes,,
Italian,No,80/20,Naive Bayes,Multinomial,No,No,,
Italian,No,80/20,Naive Bayes,Bernoulli,Yes,Yes,,
Italian,No,80/20,Naive Bayes,Bernoulli,Yes,No,,
Italian,No,80/20,Naive Bayes,Bernoulli,No,Yes,,
Italian,No,80/20,Naive Bayes,Bernoulli,No,No,,
Italian,No,80/20,SVM,"Linear kernel, small C",Yes,Yes,,
Italian,No,80/20,SVM,"Linear kernel, small C",Yes,No,,
Italian,No,80/20,SVM,"Linear kernel, small C",No,Yes,,
Italian,No,80/20,SVM,"Linear kernel, small C",No,No,,
Italian,No,80/20,SVM,"Linear kernel, standard C",Yes,Yes,,
Italian,No,80/20,SVM,"Linear kernel, standard C",Yes,No,,
Italian,No,80/20,SVM,"Linear kernel, standard C",No,Yes,,
Italian,No,80/20,SVM,"Linear kernel, standard C",No,No,,
Italian,No,80/20,SVM,"Linear kernel, large C",Yes,Yes,,
Italian,No,80/20,SVM,"Linear kernel, large C",Yes,No,,
Italian,No,80/20,SVM,"Linear kernel, large C",No,Yes,,
Italian,No,80/20,SVM,"Linear kernel, large C",No,No,,
Italian,No,80/20,SVM,"RBF kernel, small C",Yes,Yes,,
Italian,No,80/20,SVM,"RBF kernel, small C",Yes,No,,
Italian,No,80/20,SVM,"RBF kernel, small C",No,Yes,,
Italian,No,80/20,SVM,"RBF kernel, small C",No,No,,
Italian,No,80/20,SVM,"RBF kernel, standard C",Yes,Yes,,
Italian,No,80/20,SVM,"RBF kernel, standard C",Yes,No,,
Italian,No,80/20,SVM,"RBF kernel, standard C",No,Yes,,
Italian,No,80/20,SVM,"RBF kernel, standard C",No,No,,
Italian,No,80/20,SVM,"RBF kernel, large C",Yes,Yes,,
Italian,No,80/20,SVM,"RBF kernel, large C",Yes,No,,
Italian,No,80/20,SVM,"RBF kernel, large C",No,Yes,,
Italian,No,80/20,SVM,"RBF kernel, large C",No,No,,
Italian,No,80/20,LR,"Liblinear solver, small C",Yes,Yes,,
Italian,No,80/20,LR,"Liblinear solver, small C",Yes,No,,
Italian,No,80/20,LR,"Liblinear solver, small C",No,Yes,,
Italian,No,80/20,LR,"Liblinear solver, small C",No,No,,
Italian,No,80/20,LR,"Liblinear solver, standard C",Yes,Yes,,
Italian,No,80/20,LR,"Liblinear solver, standard C",Yes,No,,
Italian,No,80/20,LR,"Liblinear solver, standard C",No,Yes,,
Italian,No,80/20,LR,"Liblinear solver, standard C",No,No,,
Italian,No,80/20,LR,"Liblinear solver, large C",Yes,Yes,,
Italian,No,80/20,LR,"Liblinear solver, large C",Yes,No,,
Italian,No,80/20,LR,"Liblinear solver, large C",No,Yes,,
Italian,No,80/20,LR,"Liblinear solver, large C",No,No,,
Italian,No,80/20,LR,"Lbfgs solver, small C",Yes,Yes,,
Italian,No,80/20,LR,"Lbfgs solver, small C",Yes,No,,
Italian,No,80/20,LR,"Lbfgs solver, small C",No,Yes,,
Italian,No,80/20,LR,"Lbfgs solver, small C",No,No,,
Italian,No,80/20,LR,"Lbfgs solver, standard C",Yes,Yes,,
Italian,No,80/20,LR,"Lbfgs solver, standard C",Yes,No,,
Italian,No,80/20,LR,"Lbfgs solver, standard C",No,Yes,,
Italian,No,80/20,LR,"Lbfgs solver, standard C",No,No,,
Italian,No,80/20,LR,"Lbfgs solver, large C",Yes,Yes,,
Italian,No,80/20,LR,"Lbfgs solver, large C",Yes,No,,
Italian,No,80/20,LR,"Lbfgs solver, large C",No,Yes,,
Italian,No,80/20,LR,"Lbfgs solver, large C",No,No,,
Portuguese,All,60/40,Naive Bayes,Multinomial,Yes,Yes,,
Portuguese,All,60/40,Naive Bayes,Multinomial,Yes,No,,
Portuguese,All,60/40,Naive Bayes,Multinomial,No,Yes,,
Portuguese,All,60/40,Naive Bayes,Multinomial,No,No,,
Portuguese,All,60/40,Naive Bayes,Bernoulli,Yes,Yes,,
Portuguese,All,60/40,Naive Bayes,Bernoulli,Yes,No,,
Portuguese,All,60/40,Naive Bayes,Bernoulli,No,Yes,,
Portuguese,All,60/40,Naive Bayes,Bernoulli,No,No,,
Portuguese,All,60/40,SVM,"Linear kernel, small C",Yes,Yes,,
Portuguese,All,60/40,SVM,"Linear kernel, small C",Yes,No,,
Portuguese,All,60/40,SVM,"Linear kernel, small C",No,Yes,,
Portuguese,All,60/40,SVM,"Linear kernel, small C",No,No,,
Portuguese,All,60/40,SVM,"Linear kernel, standard C",Yes,Yes,,
Portuguese,All,60/40,SVM,"Linear kernel, standard C",Yes,No,,
Portuguese,All,60/40,SVM,"Linear kernel, standard C",No,Yes,,
Portuguese,All,60/40,SVM,"Linear kernel, standard C",No,No,,
Portuguese,All,60/40,SVM,"Linear kernel, large C",Yes,Yes,,
Portuguese,All,60/40,SVM,"Linear kernel, large C",Yes,No,,
Portuguese,All,60/40,SVM,"Linear kernel, large C",No,Yes,,
Portuguese,All,60/40,SVM,"Linear kernel, large C",No,No,,
Portuguese,All,60/40,SVM,"RBF kernel, small C",Yes,Yes,,
Portuguese,All,60/40,SVM,"RBF kernel, small C",Yes,No,,
Portuguese,All,60/40,SVM,"RBF kernel, small C",No,Yes,,
Portuguese,All,60/40,SVM,"RBF kernel, small C",No,No,,
Portuguese,All,60/40,SVM,"RBF kernel, standard C",Yes,Yes,,
Portuguese,All,60/40,SVM,"RBF kernel, standard C",Yes,No,,
Portuguese,All,60/40,SVM,"RBF kernel, standard C",No,Yes,,
Portuguese,All,60/40,SVM,"RBF kernel, standard C",No,No,,
Portuguese,All,60/40,SVM,"RBF kernel, large C",Yes,Yes,,
Portuguese,All,60/40,SVM,"RBF kernel, large C",Yes,No,,
Portuguese,All,60/40,SVM,"RBF kernel, large C",No,Yes,,
Portuguese,All,60/40,SVM,"RBF kernel, large C",No,No,,
Portuguese,All,60/40,LR,"Liblinear solver, small C",Yes,Yes,,
Portuguese,All,60/40,LR,"Liblinear solver, small C",Yes,No,,
Portuguese,All,60/40,LR,"Liblinear solver, small C",No,Yes,,
Portuguese,All,60/40,LR,"Liblinear solver, small C",No,No,,
Portuguese,All,60/40,LR,"Liblinear solver, standard C",Yes,Yes,,
Portuguese,All,60/40,LR,"Liblinear solver, standard C",Yes,No,,
Portuguese,All,60/40,LR,"Liblinear solver, standard C",No,Yes,,
Portuguese,All,60/40,LR,"Liblinear solver, standard C",No,No,,
Portuguese,All,60/40,LR,"Liblinear solver, large C",Yes,Yes,,
Portuguese,All,60/40,LR,"Liblinear solver, large C",Yes,No,,
Portuguese,All,60/40,LR,"Liblinear solver, large C",No,Yes,,
Portuguese,All,60/40,LR,"Liblinear solver, large C",No,No,,
Portuguese,All,60/40,LR,"Lbfgs solver, small C",Yes,Yes,,
Portuguese,All,60/40,LR,"Lbfgs solver, small C",Yes,No,,
Portuguese,All,60/40,LR,"Lbfgs solver, small C",No,Yes,,
Portuguese,All,60/40,LR,"Lbfgs solver, small C",No,No,,
Portuguese,All,60/40,LR,"Lbfgs solver, standard C",Yes,Yes,,
Portuguese,All,60/40,LR,"Lbfgs solver, standard C",Yes,No,,
Portuguese,All,60/40,LR,"Lbfgs solver, standard C",No,Yes,,
Portuguese,All,60/40,LR,"Lbfgs solver, standard C",No,No,,
Portuguese,All,60/40,LR,"Lbfgs solver, large C",Yes,Yes,,
Portuguese,All,60/40,LR,"Lbfgs solver, large C",Yes,No,,
Portuguese,All,60/40,LR,"Lbfgs solver, large C",No,Yes,,
Portuguese,All,60/40,LR,"Lbfgs solver, large C",No,No,,
Portuguese,All,70/30,Naive Bayes,Multinomial,Yes,Yes,,
Portuguese,All,70/30,Naive Bayes,Multinomial,Yes,No,,
Portuguese,All,70/30,Naive Bayes,Multinomial,No,Yes,,
Portuguese,All,70/30,Naive Bayes,Multinomial,No,No,,
Portuguese,All,70/30,Naive Bayes,Bernoulli,Yes,Yes,,
Portuguese,All,70/30,Naive Bayes,Bernoulli,Yes,No,,
Portuguese,All,70/30,Naive Bayes,Bernoulli,No,Yes,,
Portuguese,All,70/30,Naive Bayes,Bernoulli,No,No,,
Portuguese,All,70/30,SVM,"Linear kernel, small C",Yes,Yes,,
Portuguese,All,70/30,SVM,"Linear kernel, small C",Yes,No,,
Portuguese,All,70/30,SVM,"Linear kernel, small C",No,Yes,,
Portuguese,All,70/30,SVM,"Linear kernel, small C",No,No,,
Portuguese,All,70/30,SVM,"Linear kernel, standard C",Yes,Yes,,
Portuguese,All,70/30,SVM,"Linear kernel, standard C",Yes,No,,
Portuguese,All,70/30,SVM,"Linear kernel, standard C",No,Yes,,
Portuguese,All,70/30,SVM,"Linear kernel, standard C",No,No,,
Portuguese,All,70/30,SVM,"Linear kernel, large C",Yes,Yes,,
Portuguese,All,70/30,SVM,"Linear kernel, large C",Yes,No,,
Portuguese,All,70/30,SVM,"Linear kernel, large C",No,Yes,,
Portuguese,All,70/30,SVM,"Linear kernel, large C",No,No,,
Portuguese,All,70/30,SVM,"RBF kernel, small C",Yes,Yes,,
Portuguese,All,70/30,SVM,"RBF kernel, small C",Yes,No,,
Portuguese,All,70/30,SVM,"RBF kernel, small C",No,Yes,,
Portuguese,All,70/30,SVM,"RBF kernel, small C",No,No,,
Portuguese,All,70/30,SVM,"RBF kernel, standard C",Yes,Yes,,
Portuguese,All,70/30,SVM,"RBF kernel, standard C",Yes,No,,
Portuguese,All,70/30,SVM,"RBF kernel, standard C",No,Yes,,
Portuguese,All,70/30,SVM,"RBF kernel, standard C",No,No,,
Portuguese,All,70/30,SVM,"RBF kernel, large C",Yes,Yes,,
Portuguese,All,70/30,SVM,"RBF kernel, large C",Yes,No,,
Portuguese,All,70/30,SVM,"RBF kernel, large C",No,Yes,,
Portuguese,All,70/30,SVM,"RBF kernel, large C",No,No,,
Portuguese,All,70/30,LR,"Liblinear solver, small C",Yes,Yes,,
Portuguese,All,70/30,LR,"Liblinear solver, small C",Yes,No,,
Portuguese,All,70/30,LR,"Liblinear solver, small C",No,Yes,,
Portuguese,All,70/30,LR,"Liblinear solver, small C",No,No,,
Portuguese,All,70/30,LR,"Liblinear solver, standard C",Yes,Yes,,
Portuguese,All,70/30,LR,"Liblinear solver, standard C",Yes,No,,
Portuguese,All,70/30,LR,"Liblinear solver, standard C",No,Yes,,
Portuguese,All,70/30,LR,"Liblinear solver, standard C",No,No,,
Portuguese,All,70/30,LR,"Liblinear solver, large C",Yes,Yes,,
Portuguese,All,70/30,LR,"Liblinear solver, large C",Yes,No,,
Portuguese,All,70/30,LR,"Liblinear solver, large C",No,Yes,,
Portuguese,All,70/30,LR,"Liblinear solver, large C",No,No,,
Portuguese,All,70/30,LR,"Lbfgs solver, small C",Yes,Yes,,
Portuguese,All,70/30,LR,"Lbfgs solver, small C",Yes,No,,
Portuguese,All,70/30,LR,"Lbfgs solver, small C",No,Yes,,
Portuguese,All,70/30,LR,"Lbfgs solver, small C",No,No,,
Portuguese,All,70/30,LR,"Lbfgs solver, standard C",Yes,Yes,,
Portuguese,All,70/30,LR,"Lbfgs solver, standard C",Yes,No,,
Portuguese,All,70/30,LR,"Lbfgs solver, standard C",No,Yes,,
Portuguese,All,70/30,LR,"Lbfgs solver, standard C",No,No,,
Portuguese,All,70/30,LR,"Lbfgs solver, large C",Yes,Yes,,
Portuguese,All,70/30,LR,"Lbfgs solver, large C",Yes,No,,
Portuguese,All,70/30,LR,"Lbfgs solver, large C",No,Yes,,
Portuguese,All,70/30,LR,"Lbfgs solver, large C",No,No,,
Portuguese,All,80/20,Naive Bayes,Multinomial,Yes,Yes,,
Portuguese,All,80/20,Naive Bayes,Multinomial,Yes,No,,
Portuguese,All,80/20,Naive Bayes,Multinomial,No,Yes,,
Portuguese,All,80/20,Naive Bayes,Multinomial,No,No,,
Portuguese,All,80/20,Naive Bayes,Bernoulli,Yes,Yes,,
Portuguese,All,80/20,Naive Bayes,Bernoulli,Yes,No,,
Portuguese,All,80/20,Naive Bayes,Bernoulli,No,Yes,,
Portuguese,All,80/20,Naive Bayes,Bernoulli,No,No,,
Portuguese,All,80/20,SVM,"Linear kernel, small C",Yes,Yes,,
Portuguese,All,80/20,SVM,"Linear kernel, small C",Yes,No,,
Portuguese,All,80/20,SVM,"Linear kernel, small C",No,Yes,,
Portuguese,All,80/20,SVM,"Linear kernel, small C",No,No,,
Portuguese,All,80/20,SVM,"Linear kernel, standard C",Yes,Yes,,
Portuguese,All,80/20,SVM,"Linear kernel, standard C",Yes,No,,
Portuguese,All,80/20,SVM,"Linear kernel, standard C",No,Yes,,
Portuguese,All,80/20,SVM,"Linear kernel, standard C",No,No,,
Portuguese,All,80/20,SVM,"Linear kernel, large C",Yes,Yes,,
Portuguese,All,80/20,SVM,"Linear kernel, large C",Yes,No,,
Portuguese,All,80/20,SVM,"Linear kernel, large C",No,Yes,,
Portuguese,All,80/20,SVM,"Linear kernel, large C",No,No,,
Portuguese,All,80/20,SVM,"RBF kernel, small C",Yes,Yes,,
Portuguese,All,80/20,SVM,"RBF kernel, small C",Yes,No,,
Portuguese,All,80/20,SVM,"RBF kernel, small C",No,Yes,,
Portuguese,All,80/20,SVM,"RBF kernel, small C",No,No,,
Portuguese,All,80/20,SVM,"RBF kernel, standard C",Yes,Yes,,
Portuguese,All,80/20,SVM,"RBF kernel, standard C",Yes,No,,
Portuguese,All,80/20,SVM,"RBF kernel, standard C",No,Yes,,
Portuguese,All,80/20,SVM,"RBF kernel, standard C",No,No,,
Portuguese,All,80/20,SVM,"RBF kernel, large C",Yes,Yes,,
Portuguese,All,80/20,SVM,"RBF kernel, large C",Yes,No,,
Portuguese,All,80/20,SVM,"RBF kernel, large C",No,Yes,,
Portuguese,All,80/20,SVM,"RBF kernel, large C",No,No,,
Portuguese,All,80/20,LR,"Liblinear solver, small C",Yes,Yes,,
Portuguese,All,80/20,LR,"Liblinear solver, small C",Yes,No,,
Portuguese,All,80/20,LR,"Liblinear solver, small C",No,Yes,,
Portuguese,All,80/20,LR,"Liblinear solver, small C",No,No,,
Portuguese,All,80/20,LR,"Liblinear solver, standard C",Yes,Yes,,
Portuguese,All,80/20,LR,"Liblinear solver, standard C",Yes,No,,
Portuguese,All,80/20,LR,"Liblinear solver, standard C",No,Yes,,
Portuguese,All,80/20,LR,"Liblinear solver, standard C",No,No,,
Portuguese,All,80/20,LR,"Liblinear solver, large C",Yes,Yes,,
Portuguese,All,80/20,LR,"Liblinear solver, large C",Yes,No,,
Portuguese,All,80/20,LR,"Liblinear solver, large C",No,Yes,,
Portuguese,All,80/20,LR,"Liblinear solver, large C",No,No,,
Portuguese,All,80/20,LR,"Lbfgs solver, small C",Yes,Yes,,
Portuguese,All,80/20,LR,"Lbfgs solver, small C",Yes,No,,
Portuguese,All,80/20,LR,"Lbfgs solver, small C",No,Yes,,
Portuguese,All,80/20,LR,"Lbfgs solver, small C",No,No,,
Portuguese,All,80/20,LR,"Lbfgs solver, standard C",Yes,Yes,,
Portuguese,All,80/20,LR,"Lbfgs solver, standard C",Yes,No,,
Portuguese,All,80/20,LR,"Lbfgs solver, standard C",No,Yes,,
Portuguese,All,80/20,LR,"Lbfgs solver, standard C",No,No,,
Portuguese,All,80/20,LR,"Lbfgs solver, large C",Yes,Yes,,
Portuguese,All,80/20,LR,"Lbfgs solver, large C",Yes,No,,
Portuguese,All,80/20,LR,"Lbfgs solver, large C",No,Yes,,
Portuguese,All,80/20,LR,"Lbfgs solver, large C",No,No,,
Portuguese,Filtered,60/40,Naive Bayes,Multinomial,Yes,Yes,,
